Id,Category
uttr-d6c02150e05748c2986b12c650b4477d.pt,id10425
uttr-50655b1db04f4107b0a3bb62911bddd6.pt,id10722
uttr-7cdb5307ff3e4f878cf337f953a3a0d2.pt,id10894
uttr-260d6fa473244904a41a4135baa47b95.pt,id10693
uttr-9b10856e2913496a9d7902768ed1e8f2.pt,id10528
uttr-8d47867b8be549a48b65f59fe4eabf6b.pt,id10693
uttr-9d7daca5bbc44b3f8e4d974522f55e30.pt,id10230
uttr-019ce0b50ef34c9fa61e72cc6fb7bffc.pt,id10588
uttr-f760fe5a6fba4d57b9d43dc341649224.pt,id11101
uttr-d0aff380e1944995baa93da30f79da51.pt,id10631
uttr-7b5b62f529444adca3e488a295857339.pt,id11007
uttr-d4b64eed1235491f80c083d753aca548.pt,id10341
uttr-ce268160157e489fa472b1d0ee8289cd.pt,id10617
uttr-36639cb4525148cba7b3981b0d0a4b45.pt,id10778
uttr-c101728494a34ce1b0ba446fdf02336c.pt,id11047
uttr-03e02bc588e841d28508b2c3cdd53235.pt,id10466
uttr-e8145aae84dc463ea679fd843f98d103.pt,id10568
uttr-98c3d8a40baf46de8c87a8cd0d7a19cf.pt,id10262
uttr-a153b0db241a4a08a345be1e5515e28f.pt,id11191
uttr-496f2cd69be84c46af1ffe0f291fd362.pt,id11178
uttr-c5e9d2cd75d44fb0b54976294104fde2.pt,id11067
uttr-2436b60aeda3463381eefcd5f8491822.pt,id10903
uttr-e3337d6a5dda44fcb8e0ebfb81f360ac.pt,id10033
uttr-b36ace8259844e5494a2bb09e4f2af5b.pt,id10783
uttr-69ecf0d721744d8c881c06642422b8ea.pt,id10705
uttr-ed8b1f6c1fb14705a680ccce210985ed.pt,id10832
uttr-bf837f7abcbe491aaa7fa676d1fa1377.pt,id11081
uttr-d642226d3bea4252afb10a1c8f9d5a4e.pt,id11111
uttr-eb2323a57a54425d9bb187d992f2ef53.pt,id10125
uttr-26e44533b45346c6aca4be5b3333010b.pt,id10120
uttr-6ee684e8a70c4955bee3bb9402a7d3c8.pt,id10215
uttr-b2006f1cc03445f9952d724d17c0596e.pt,id10790
uttr-6cbc677f33d64ab8a513f61dbdc85e94.pt,id10790
uttr-659cc1e49b274a1ca4c98cf3d3b454d2.pt,id10207
uttr-50d2ec82adcd43bf91bb08efa53b35d5.pt,id10910
uttr-f661963601ce47c8b28466f7e9c83ae2.pt,id10754
uttr-aea3ee9acf934e54abaa209604474a83.pt,id10181
uttr-fce2b45701414960a7bd1b63b64e28b2.pt,id10553
uttr-95603fee7b344fd4ae34937dd8633036.pt,id10071
uttr-3706819f765343b2b1b94f78e2ecee1f.pt,id11010
uttr-2ce211d660824441843a780c5476854e.pt,id10040
uttr-368db3e4ef94498ab20207a00eeec363.pt,id11173
uttr-9c46b81e662442bab7b57d92de5e992c.pt,id10586
uttr-1d5dc3e5fe164debb26426f077d1596c.pt,id10147
uttr-91a8f3a40c224e14ac82d8442ecdaf63.pt,id11101
uttr-816db58957604debbc244e96730cb2d8.pt,id10776
uttr-627e853a5bdf48fe9c68e8e5c475e349.pt,id11202
uttr-6d9520364045499b8c0a4146bf614e06.pt,id10252
uttr-ea54d4ddbd294e129df71a523f8f2338.pt,id11021
uttr-cbdd06a7a7ed4afa976f3650d377e9c5.pt,id10588
uttr-b695c46b68284c85b45b8e960ab501c4.pt,id10155
uttr-31af436e32e54a0cb7c044275239b9fb.pt,id10734
uttr-08f6d1952a3a40e9b7d8f84442560f82.pt,id11142
uttr-63cdb54ea98f4799a1187114a5c4ef93.pt,id10512
uttr-b6ccb6d04c8d4ea2994f483e8ddd6b16.pt,id11021
uttr-8b6ca52b092f477a911e08b14fb637ce.pt,id10090
uttr-35fd964dafc04145976ddc71f3f636ab.pt,id10710
uttr-8ad7caa24f05414c85de75ae9b503579.pt,id10200
uttr-ca0cb75e8fd54be7859931504bd2a7c8.pt,id10101
uttr-1d972406ee974394a716dc3e65e17754.pt,id11046
uttr-0e5dee2ba1034c8e9d34d0c419f36431.pt,id10657
uttr-b40315ef2fc04b699c1f7b088e9b7b79.pt,id10859
uttr-3fbfd97d390f4ef0af5507eabf1f96c0.pt,id10603
uttr-3cb1867963e54d7aa09921d6c12531ec.pt,id11034
uttr-aff09979902542e99f52664faa2363a2.pt,id10633
uttr-c711896294b64fa987d31895f9714b2c.pt,id10108
uttr-242d83f4270b4e87a870aa10a205e58b.pt,id10912
uttr-8e561811086b49b8a53b6c8ada55adc3.pt,id10532
uttr-384169ede5854a27b2f2e1308259c2e8.pt,id10848
uttr-a24765d8c3394203b6124d60c93f3e46.pt,id10005
uttr-7f0020bcb8b240d4b7f2da96cb3f2373.pt,id10842
uttr-14564511918443df82b3e3a0bf3727bd.pt,id10688
uttr-f46877e419a145ebbec5a02763b690d7.pt,id11112
uttr-82a4493d3f4e40d7959710c0afe20d3a.pt,id11049
uttr-376c0c1b29f940c087b046b9650491ad.pt,id10181
uttr-be9c2ba4656e476f992b9c76443200dc.pt,id11202
uttr-a40bbe403554496fa07c29921ae983be.pt,id10227
uttr-cd2dcccc5ed74def8b274d715f3b2803.pt,id10794
uttr-ad5d4613e8034e9c864eb8534071ecf0.pt,id11028
uttr-89f8c826187945aea0e2744a082ac9a4.pt,id11040
uttr-82fa6677c22445aa8a9221f6d0bd1939.pt,id10801
uttr-a05dc623c6fd4b54be9a939dab362fcd.pt,id10379
uttr-23fef55b95714002a536e0aae75af372.pt,id11140
uttr-8b4e734f03c64269a89aee6b3d60e588.pt,id10943
uttr-6180bdbd9ef24ba7ba47748c631160de.pt,id11207
uttr-8b7205f403554ef1b95e891b0243b650.pt,id10133
uttr-9a8b5636b4174dc8b0cfd43f652df64d.pt,id10546
uttr-508d2e7046de48318219f51d755653b9.pt,id10561
uttr-893c219e165544c2a461ea824660d565.pt,id10470
uttr-03ecdf112a334f518c1134886311061b.pt,id11028
uttr-55c02b16a37943e7b4c584f66d14f659.pt,id10351
uttr-e72094c896874b9db4d8419f6eeddc10.pt,id11219
uttr-2771080f3411480e872acad258da8757.pt,id10230
uttr-7eedcdc1f8ad444a9dcc19dd90b06665.pt,id11047
uttr-dc37a46fc03a4638aec41004e2ad29dd.pt,id10077
uttr-b66548e6fd9347bb81e28f7dd410a218.pt,id10008
uttr-9f2bc6c0f1d940b9bbf05bf50ff0ee31.pt,id10109
uttr-33ca602164204562aca61977234dd26a.pt,id10634
uttr-071435c73c96429c8475d519167a5d4d.pt,id11100
uttr-5f0b415e935a433e8328f371b7397827.pt,id11154
uttr-413548e4773849b48b71411b7f0f32f1.pt,id10622
uttr-940a1beab7114ef4a4b2230db418a39f.pt,id10837
uttr-436716f447094e56b949f66c69e91185.pt,id10155
uttr-430dc5f68e1e44a0ab66d2d4ea8b0343.pt,id11135
uttr-56afdb7e02154909be30e575190bdf2e.pt,id10688
uttr-7043bbda7f1b4e64b1f0a1b8194ba600.pt,id10171
uttr-2bea20de05774ab88a5e89cc535c6c46.pt,id10912
uttr-4f26af325923471cb9f30581cded05ca.pt,id11216
uttr-437d82fb5a494c0f9ec310f25c4727a2.pt,id10035
